model,param,feature,value,train_mse,train_r2,test_mse,test_r2
Multivariate (Raw),b,(intercept),-0.00016433452421327926,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
Multivariate (Raw),m1,Cement (component 1)(kg in a m^3 mixture),0.11851072341690948,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
Multivariate (Raw),m2,Blast Furnace Slag (component 2)(kg in a m^3 mixture),0.10722636669321202,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
Multivariate (Raw),m3,Fly Ash (component 3)(kg in a m^3 mixture),0.08748180127523383,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
Multivariate (Raw),m4,Water  (component 4)(kg in a m^3 mixture),-0.20135904818306333,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
Multivariate (Raw),m5,Superplasticizer (component 5)(kg in a m^3 mixture),0.03615471315170347,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
Multivariate (Raw),m6,Coarse Aggregate  (component 6)(kg in a m^3 mixture),0.010322063791200384,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
Multivariate (Raw),m7,Fine Aggregate (component 7)(kg in a m^3 mixture),0.014889213641992458,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
Multivariate (Raw),m8,Age (day),0.11765912973759293,104.54264396484204,0.6226095425911853,139.48933304182086,0.3766365487939849
