iteration,mse_loss
344,196.20635140647167
345,196.0837682693791
346,195.96158821499134
347,195.8398094014815
348,195.71842999623016
349,195.59744817577788
350,195.47686212577761
351,195.35667004094833
352,195.23687012502774
353,195.11746059072613
354,194.99843965967978
355,194.87980556240532
356,194.76155653825367
357,194.64369083536465
358,194.52620671062166
359,194.40910242960658
360,194.29237626655498
361,194.17602650431152
362,194.06005143428564
363,193.94444935640735
364,193.82921857908335
365,193.7143574191535
366,193.59986420184717
367,193.48573726074022
368,193.371974937712
369,193.2585755829024
370,193.14553755466963
371,193.03285921954748
372,192.92053895220377
373,192.80857513539803
374,192.69696615994008
375,192.58571042464848
376,192.4748063363094
377,192.36425230963562
378,192.25404676722567
379,192.1441881395233
380,192.0346748647771
381,191.92550538900036
382,191.81667816593125
383,191.70819165699288
384,191.60004433125377
385,191.49223466538888
386,191.38476114364005
387,191.27762225777738
388,191.17081650706035
389,191.06434239819956
390,190.9581984453182
391,190.85238316991396
392,190.74689510082132
393,190.64173277417356
394,190.5368947333656
395,190.4323795290164
396,190.32818571893193
397,190.2243118680683
398,190.120756548495
399,190.01751833935836
400,189.91459582684516
401,189.81198760414662
402,189.7096922714221
403,189.60770843576387
404,189.5060347111609
405,189.4046697184639
406,189.30361208534993
407,189.20286044628733
408,189.102413442501
409,189.0022697219374
410,188.90242793923062
411,188.8028867556674
412,188.70364483915364
413,188.60470086417993
414,188.50605351178797
415,188.40770146953722
416,188.30964343147087
417,188.21187809808328
418,188.1144041762863
419,188.01722037937685
420,187.92032542700383
421,187.82371804513568
422,187.7273969660281
423,187.63136092819153
424,187.53560867635954
425,187.44013896145654
426,187.34495054056615
427,187.2500421768998
428,187.15541263976516
429,187.061060704535
430,186.96698515261613
431,186.87318477141832
432,186.779658354324
433,186.686404700657
434,186.5934226156528
435,186.50071091042787
436,186.4082684019496
437,186.31609391300643
438,186.2241862721781
439,186.13254431380585
440,186.04116687796312
441,185.95005281042606
442,185.85920096264434
443,185.7686101917125
444,185.6782793603404
445,185.58820733682512
446,185.49839299502193
447,185.40883521431644
448,185.31953287959539
449,185.23048488121955
450,185.14169011499507
451,185.0531474821459
452,184.96485588928587
453,184.87681424839158
454,184.78902147677442
455,184.7014764970538
456,184.61417823712975
457,184.527125630156
458,184.44031761451328
459,184.35375313378233
460,184.2674311367176
461,184.18135057722068
462,184.09551041431422
463,184.0099096121154
464,183.9245471398104
465,183.839421971628
466,183.7545330868144
467,183.669879469607
468,183.58546010920952
469,183.50127399976628
470,183.41732014033704
471,183.33359753487213
472,183.25010519218705
473,183.16684212593827
474,183.08380735459806
475,183.00099990143002
476,182.91841879446483
477,182.8360630664758
478,182.75393175495466
479,182.67202390208757
480,182.59033855473112
481,182.50887476438874
482,182.42763158718674
483,182.34660808385084
484,182.26580331968285
485,182.1852163645373
486,182.10484629279804
487,182.02469218335554
488,181.94475311958368
489,181.86502818931686
490,181.78551648482753
491,181.70621710280346
492,181.62712914432535
493,181.54825171484418
494,181.46958392415925
495,181.39112488639609
496,181.3128737199842
497,181.23482954763537
498,181.15699149632158
499,181.0793586972538
500,181.00193028586017
501,180.9247054017643
502,180.8476831887644
503,180.77086279481176
504,180.6942433719897
505,180.6178240764926
506,180.541604068605
507,180.4655825126807
508,180.38975857712222
509,180.3141314343601
510,180.23870026083264
511,180.16346423696527
512,180.0884225471504
513,180.01357437972737
514,179.93891892696232
515,179.86445538502818
516,179.79018295398504
517,179.71610083776008
518,179.6422082441283
519,179.56850438469272
520,179.49498847486512
521,179.42165973384658
522,179.34851738460833
523,179.2755606538727
524,179.2027887720938
525,179.13020097343897
526,179.05779649576965
527,178.98557458062268
528,178.913534473192
529,178.84167542230952
530,178.76999668042725
531,178.69849750359853
532,178.62717715146002
533,178.55603488721343
534,178.48506997760748
535,178.41428169292004
536,178.34366930693986
537,178.2732320969494
538,178.2029693437066
539,178.13288033142754
540,178.06296434776877
541,177.9932206838102
542,177.92364863403728
543,177.85424749632418
544,177.78501657191657
545,177.7159551654143
546,177.64706258475462
547,177.57833814119547
548,177.50978114929828
549,177.44139092691157
550,177.37316679515408
551,177.3051080783986
552,177.23721410425506
553,177.16948420355453
554,177.1019177103327
555,177.03451396181384
556,176.9672722983946
557,176.90019206362797
558,176.83327260420728
559,176.7665132699506
560,176.69991341378454
561,176.63347239172901
562,176.56718956288108
563,176.50106428939998
564,176.4350959364911
565,176.36928387239115
566,176.30362746835246
567,176.23812609862782
568,176.17277914045553
569,176.1075859740442
570,176.04254598255767
571,175.9776585521003
572,175.91292307170204
573,175.8483389333036
574,175.78390553174194
575,175.7196222647354
576,175.65548853286955
577,175.59150373958246
578,175.52766729115027
579,175.46397859667317
580,175.400437068061
581,175.33704212001888
582,175.27379317003363
583,175.2106896383593
584,175.14773094800347
585,175.08491652471324
586,175.0222457969616
587,174.9597181959337
588,174.89733315551283
589,174.83509011226738
590,174.77298850543704
591,174.71102777691928
592,174.6492073712561
593,174.58752673562088
594,174.52598531980487
595,174.46458257620398
596,174.40331795980606
597,174.34219092817753
598,174.2812009414506
599,174.2203474623101
600,174.15962995598107
601,174.09904789021581
602,174.03860073528082
603,173.9782879639448
604,173.91810905146565
605,173.8580634755781
606,173.79815071648122
607,173.73837025682624
608,173.67872158170385
609,173.61920417863243
610,173.5598175375454
611,173.5005611507795
612,173.44143451306238
613,173.38243712150097
614,173.32356847556926
615,173.26482807709647
616,173.20621543025533
617,173.14773004155023
618,173.08937141980581
619,173.03113907615474
620,172.9730325240268
621,172.91505127913695
622,172.85719485947402
623,172.79946278528942
624,172.7418545790855
625,172.68436976560457
626,172.62700787181765
627,172.56976842691307
628,172.51265096228576
629,172.45565501152578
630,172.39878011040759
631,172.3420257968791
632,172.28539161105078
633,172.22887709518474
634,172.17248179368403
635,172.11620525308206
636,172.0600470220317
637,172.004006651295
638,171.94808369373214
639,171.8922777042916
640,171.8365882399992
641,171.78101485994782
642,171.7255571252874
643,171.6702145992143
644,171.61498684696107
645,171.5598734357865
646,171.5048739349656
647,171.4499879157789
648,171.39521495150325
649,171.34055461740138
650,171.286006490712
651,171.23157015064012
652,171.17724517834722
653,171.1230311569412
654,171.0689276714671
655,171.0149343088971
656,170.96105065812105
657,170.90727630993715
658,170.8536108570418
659,170.80005389402078
660,170.74660501733945
661,170.6932638253337
662,170.64002991820027
663,170.58690289798767
664,170.53388236858717
665,170.48096793572316
666,170.42815920694426
667,170.37545579161448
668,170.32285730090376
669,170.27036334777918
670,170.2179735469961
671,170.1656875150891
672,170.1135048703633
673,170.06142523288528
674,170.00944822447474
675,169.95757346869536
676,169.9058005908465
677,169.85412921795415
678,169.8025589787628
679,169.75108950372655
680,169.69972042500092
681,169.64845137643402
682,169.5972819935586
683,169.5462119135833
684,169.49524077538456
685,169.44436821949813
686,169.39359388811118
687,169.34291742505363
688,169.29233847579053
689,169.2418566874135
690,169.1914717086329
691,169.1411831897697
692,169.09099078274767
693,169.04089414108515
694,168.99089291988741
695,168.9409867758386
696,168.8911753671941
697,168.84145835377257
698,168.79183539694833
699,168.74230615964348
700,168.69287030632051
701,168.64352750297442
702,168.59427741712534
703,168.54511971781082
704,168.49605407557834
705,168.44708016247802
706,168.39819765205482
707,168.3494062193417
708,168.30070554085154
709,168.2520952945706
710,168.20357515995067
711,168.15514481790197
712,168.1068039507862
713,168.0585522424088
714,168.01038937801263
715,167.96231504427004
716,167.9143289292764
717,167.8664307225427
718,167.81862011498893
719,167.77089679893683
720,167.7232604681029
721,167.67571081759192
722,167.6282475438897
723,167.5808703448566
724,167.53357891972047
725,167.48637296906995
726,167.43925219484805
727,167.39221630034507
728,167.3452649901921
729,167.29839797035478
730,167.25161494812605
731,167.20491563212028
732,167.15829973226613
733,167.11176695980066
734,167.0653170272626
735,167.01894964848594
736,166.9726645385935
737,166.92646141399092
738,166.8803399923599
739,166.83429999265218
740,166.78834113508336
741,166.74246314112648
742,166.69666573350594
743,166.6509486361915
744,166.60531157439175
745,166.55975427454848
746,166.51427646433046
747,166.46887787262722
748,166.42355822954337
749,166.3783172663924
750,166.33315471569082
751,166.28807031115235
752,166.2430637876819
753,166.19813488136984
754,166.15328332948607
755,166.1085088704744
756,166.0638112439466
757,166.01919019067685
758,165.97464545259595
759,165.93017677278561
760,165.885783895473
761,165.84146656602485
762,165.79722453094223
763,165.75305753785457
764,165.7089653355146
765,165.66494767379243
766,165.62100430367036
767,165.57713497723736
768,165.5333394476836
769,165.48961746929518
770,165.44596879744861
771,165.40239318860563
772,165.35889040030784
773,165.31546019117144
774,165.27210232088197
775,165.22881655018912
776,165.1856026409014
777,165.14246035588116
778,165.09938945903934
779,165.05638971533037
780,165.01346089074713
781,164.97060275231567
782,164.92781506809058
783,164.88509760714945
784,164.84245013958832
785,164.79987243651664
786,164.75736427005202
787,164.7149254133157
788,164.67255564042748
789,164.6302547265008
790,164.58802244763808
791,164.54585858092577
792,164.50376290442952
793,164.46173519718965
794,164.41977523921608
795,164.37788281148383
796,164.3360576959284
797,164.29429967544073
798,164.25260853386305
799,164.2109840559839
800,164.1694260275335
801,164.12793423517954
802,164.08650846652222
803,164.04514851009003
804,164.00385415533506
805,163.9626251926285
806,163.92146141325634
807,163.88036260941476
808,163.83932857420587
809,163.7983591016331
810,163.75745398659717
811,163.7166130248913
812,163.67583601319737
813,163.63512274908103
814,163.5944730309881
815,163.55388665823972
816,163.51336343102847
817,163.47290315041383
818,163.43250561831846
819,163.39217063752355
820,163.35189801166487
821,163.3116875452287
822,163.2715390435475
823,163.23145231279608
824,163.1914271599874
825,163.15146339296845
826,163.11156082041623
827,163.07171925183403
828,163.03193849754692
829,162.99221836869825
830,162.95255867724552
831,162.91295923595635
832,162.87341985840467
833,162.83394035896694
834,162.79452055281806
835,162.75516025592768
836,162.71585928505615
837,162.67661745775118
838,162.63743459234345
839,162.59831050794318
840,162.5592450244365
841,162.52023796248127
842,162.4812891435037
843,162.4423983896947
844,162.40356552400587
845,162.36479037014624
846,162.32607275257826
847,162.28741249651446
848,162.24880942791359
849,162.21026337347732
850,162.1717741606464
851,162.1333416175973
852,162.09496557323857
853,162.05664585720731
854,162.0183822998658
855,161.98017473229783
856,161.94202298630546
857,161.90392689440532
858,161.86588628982545
859,161.82790100650163
860,161.78997087907416
861,161.75209574288442
862,161.7142754339716
863,161.67650978906914
864,161.63879864560158
865,161.6011418416813
866,161.563539216105
867,161.52599060835067
868,161.48849585857417
869,161.451054807606
870,161.41366729694826
871,161.37633316877103
872,161.33905226590966
873,161.3018244318612
874,161.2646495107815
875,161.22752734748204
876,161.19045778742642
877,161.1534406767279
878,161.1164758621457
879,161.0795631910822
880,161.04270251157993
881,161.00589367231834
882,160.9691365226108
883,160.93243091240174
884,160.89577669226335
885,160.85917371339286
886,160.8226218276095
887,160.7861208873514
888,160.74967074567272
889,160.71327125624074
890,160.67692227333313
891,160.64062365183452
892,160.60437524723412
893,160.5681769156227
894,160.53202851368968
895,160.49592989872014
896,160.45988092859227
897,160.42388146177458
898,160.38793135732257
899,160.35203047487673
900,160.316178674659
901,160.28037581747049
902,160.24462176468873
903,160.2089163782646
904,160.17325952072
905,160.13765105514477
906,160.10209084519425
907,160.0665787550866
908,160.03111464960003
909,159.99569839407016
910,159.96032985438748
911,159.9250088969945
912,159.88973538888348
913,159.85450919759344
914,159.81933019120797
915,159.78419823835222
916,159.74911320819072
917,159.71407497042472
918,159.6790833952895
919,159.644138353552
920,159.6092397165083
921,159.5743873559811
922,159.53958114431714
923,159.50482095438497
924,159.4701066595721
925,159.435438133783
926,159.40081525143643
927,159.36623788746286
928,159.33170591730243
929,159.29721921690216
930,159.26277766271392
931,159.22838113169186
932,159.19402950128986
933,159.15972264945972
934,159.12546045464825
935,159.09124279579524
936,159.05706955233114
937,159.02294060417458
938,158.98885583173023
939,158.95481511588653
940,158.92081833801336
941,158.8868653799596
942,158.8529561240514
943,158.81909045308925
944,158.78526825034632
945,158.751489399566
946,158.71775378495965
947,158.6840612912046
948,158.65041180344173
949,158.61680520727344
950,158.5832413887616
951,158.5497202344251
952,158.51624163123788
953,158.4828054666269
954,158.44941162846985
955,158.41606000509313
956,158.38275048526967
957,158.349482958217
958,158.31625731359503
959,158.28307344150397
960,158.24993123248245
961,158.21683057750525
962,158.18377136798136
963,158.1507534957521
964,158.11777685308888
965,158.0848413326912
966,158.05194682768487
967,158.01909323161985
968,157.9862804384683
969,157.9535083426226
970,157.9207768388935
971,157.8880858225079
972,157.8554351891074
973,157.82282483474583
974,157.7902546558877
975,157.75772454940616
976,157.7252344125811
977,157.69278414309724
978,157.66037363904223
979,157.6280027989051
980,157.59567152157376
981,157.5633797063338
982,157.53112725286618
983,157.49891406124567
984,157.4667400319389
985,157.43460506580266
986,157.4025090640818
987,157.3704519284079
988,157.33843356079703
989,157.30645386364827
990,157.27451273974174
991,157.24261009223696
992,157.21074582467108
993,157.17891984095712
994,157.14713204538216
995,157.1153823426058
996,157.0836706376582
997,157.05199683593855
998,157.02036084321327
999,156.9887625656143
1000,156.95720190963772
1001,156.92567878214138
1002,156.8941930903441
1003,156.8627447418233
1004,156.8313336445137
1005,156.7999597067056
1006,156.7686228370433
1007,156.73732294452324
1008,156.70605993849273
1009,156.67483372864805
1010,156.64364422503297
1011,156.61249133803716
1012,156.5813749783946
1013,156.5502950571818
1014,156.51925148581665
1015,156.48824417605644
1016,156.45727303999647
1017,156.4263379900686
1018,156.39543893903942
1019,156.36457580000913
1020,156.33374848640955
1021,156.302956912003
1022,156.2722009908805
1023,156.24148063746046
1024,156.21079576648705
1025,156.18014629302877
1026,156.14953213247696
1027,156.11895320054435
1028,156.08840941326358
1029,156.0579006869856
1030,156.02742693837845
1031,155.99698808442568
1032,155.96658404242493
1033,155.93621472998643
1034,155.90588006503174
1035,155.87557996579227
1036,155.8453143508076
1037,155.81508313892448
1038,155.7848862492953
1039,155.75472360137655
1040,155.72459511492758
1041,155.69450071000915
1042,155.6644403069821
1043,155.6344138265061
1044,155.60442118953796
1045,155.57446231733056
1046,155.5445371314316
1047,155.5146455536819
1048,155.48478750621427
1049,155.4549629114523
1050,155.42517169210885
1051,155.39541377118482
1052,155.36568907196784
1053,155.3359975180309
1054,155.30633903323124
1055,155.27671354170886
1056,155.24712096788537
1057,155.21756123646261
1058,155.18803427242162
1059,155.15854000102092
1060,155.12907834779574
1061,155.09964923855662
1062,155.07025259938783
1063,155.04088835664683
1064,155.01155643696217
1065,154.98225676723317
1066,154.9529892746279
1067,154.92375388658252
1068,154.89455053079982
1069,154.86537913524808
1070,154.8362396281598
1071,154.80713193803072
1072,154.77805599361832
1073,154.74901172394098
1074,154.71999905827653
1075,154.69101792616124
1076,154.66206825738863
1077,154.6331499820083
1078,154.60426303032472
1079,154.57540733289625
1080,154.54658282053379
1081,154.51778942429985
1082,154.4890270755073
1083,154.46029570571827
1084,154.43159524674294
1085,154.40292563063878
1086,154.37428678970898
1087,154.3456786565016
1088,154.31710116380847
1089,154.28855424466414
1090,154.26003783234452
1091,154.23155186036627
1092,154.20309626248527
1093,154.1746709726958
1094,154.14627592522942
1095,154.11791105455393
1096,154.0895762953723
1097,154.0612715826216
1098,154.03299685147192
1099,154.0047520373256
1100,153.97653707581566
1101,153.9483519028054
1102,153.92019645438697
1103,153.89207066688044
1104,153.86397447683274
1105,153.8359078210168
1106,153.80787063643055
1107,153.77986286029562
1108,153.75188443005683
1109,153.72393528338065
1110,153.69601535815474
1111,153.66812459248658
1112,153.6402629247027
1113,153.61243029334767
1114,153.58462663718305
1115,153.55685189518664
1116,153.52910600655127
1117,153.50138891068397
1118,153.47370054720508
1119,153.44604085594727
1120,153.41840977695435
1121,153.39080725048083
1122,153.36323321699066
1123,153.3356876171564
1124,153.30817039185806
1125,153.28068148218267
1126,153.25322082942296
1127,153.22578837507663
1128,153.1983840608454
1129,153.1710078286341
1130,153.14365962054984
1131,153.1163393789011
1132,153.08904704619678
1133,153.06178256514528
1134,153.03454587865394
1135,153.00733692982774
1136,152.9801556619687
1137,152.95300201857492
1138,152.92587594333978
1139,152.89877738015105
1140,152.87170627309004
1141,152.84466256643077
1142,152.81764620463898
1143,152.7906571323716
1144,152.7636952944757
1145,152.73676063598757
1146,152.7098531021322
1147,152.68297263832213
1148,152.65611919015686
1149,152.62929270342187
1150,152.60249312408803
1151,152.5757203983105
1152,152.54897447242814
1153,152.5222552929628
1154,152.49556280661807
1155,152.46889696027907
1156,152.4422577010112
1157,152.41564497605958
1158,152.38905873284844
1159,152.3624989189798
1160,152.3359654822332
1161,152.30945837056484
1162,152.28297753210657
1163,152.25652291516545
1164,152.23009446822266
1165,152.20369213993305
1166,152.17731587912422
1167,152.15096563479582
1168,152.1246413561188
1169,152.0983429924346
1170,152.0720704932546
1171,152.0458238082592
1172,152.01960288729708
1173,151.9934076803847
1174,151.9672381377054
1175,151.94109420960854
1176,151.91497584660917
1177,151.88888299938694
1178,151.8628156187856
1179,151.83677365581232
1180,151.8107570616368
1181,151.78476578759071
1182,151.758799785167
1183,151.73285900601917
1184,151.7069434019606
1185,151.6810529249637
1186,151.65518752715957
1187,151.629347160837
1188,151.60353177844203
1189,151.57774133257706
1190,151.55197577600032
1191,151.5262350616252
1192,151.50051914251952
1193,151.4748279719049
1194,151.44916150315612
1195,151.4235196898005
1196,151.39790248551714
1197,151.3723098441364
1198,151.34674171963908
1199,151.32119806615597
1200,151.2956788379672
1201,151.27018398950136
1202,151.24471347533523
1203,151.2192672501928
1204,151.19384526894487
1205,151.16844748660841
1206,151.14307385834584
1207,151.11772433946442
1208,151.0923988854158
1209,151.06709745179518
1210,151.0418199943409
1211,151.0165664689336
1212,150.99133683159587
1213,150.96613103849154
1214,150.940949045925
1215,150.9157908103408
1216,150.89065628832284
1217,150.8655454365939
1218,150.84045821201508
1219,150.81539457158516
1220,150.79035447244001
1221,150.76533787185204
1222,150.74034472722957
1223,150.7153749961165
1224,150.69042863619134
1225,150.66550560526684
1226,150.64060586128966
1227,150.6157293623393
1228,150.590876066628
1229,150.56604593249995
1230,150.54123891843085
1231,150.5164549830272
1232,150.49169408502593
1233,150.4669561832937
1234,150.44224123682653
1235,150.41754920474906
1236,150.39288004631427
1237,150.36823372090248
1238,150.34361018802147
1239,150.31900940730537
1240,150.2944313385145
1241,150.2698759415346
1242,150.24534317637642
1243,150.22083300317527
1244,150.19634538219034
1245,150.17188027380436
1246,150.1474376385229
1247,150.12301743697395
1248,150.09861962990746
1249,150.07424417819473
1250,150.04989104282805
1251,150.02556018492007
1252,150.00125156570328
1253,149.97696514652958
1254,149.95270088886986
1255,149.92845875431334
1256,149.9042387045672
1257,149.8800407014561
1258,149.85586470692147
1259,149.83171068302138
1260,149.8075785919299
1261,149.78346839593652
1262,149.7593800574457
1263,149.73531353897658
1264,149.71126880316234
1265,149.68724581274972
1266,149.66324453059872
1267,149.63926491968186
1268,149.615306943084
1269,149.5913705640017
1270,149.56745574574285
1271,149.54356245172602
1272,149.51969064548044
1273,149.49584029064502
1274,149.47201135096824
1275,149.44820379030767
1276,149.4244175726294
1277,149.40065266200762
1278,149.37690902262426
1279,149.35318661876846
1280,149.32948541483628
1281,149.30580537533004
1282,149.2821464648581
1283,149.25850864813424
1284,149.2348918899774
1285,149.21129615531115
1286,149.1877214091633
1287,149.16416761666542
1288,149.14063474305243
1289,149.11712275366241
1290,149.0936316139357
1291,149.07016128941498
1292,149.04671174574455
1293,149.0232829486701
1294,148.99987486403802
1295,148.97648745779532
1296,148.9531206959891
1297,148.92977454476605
1298,148.90644897037217
1299,148.8831439391523
1300,148.85985941754979
1301,148.8365953721059
1302,148.8133517694598
1303,148.79012857634774
1304,148.76692575960297
1305,148.74374328615517
1306,148.7205811230301
1307,148.69743923734933
1308,148.67431759632962
1309,148.6512161672828
1310,148.62813491761537
1311,148.6050738148277
1312,148.58203282651428
1313,148.55901192036282
1314,148.5360110641542
1315,148.51303022576195
1316,148.49006937315195
1317,148.46712847438206
1318,148.44420749760155
1319,148.42130641105106
1320,148.39842518306205
1321,148.3755637820564
1322,148.35272217654622
1323,148.3299003351333
1324,148.30709822650886
1325,148.28431581945313
1326,148.26155308283515
1327,148.23880998561222
1328,148.21608649682966
1329,148.19338258562033
1330,148.17069822120465
1331,148.1480333728897
1332,148.1253880100693
1333,148.1027621022235
1334,148.0801556189183
1335,148.05756852980528
1336,148.0350008046213
1337,148.0124524131879
1338,147.98992332541158
1339,147.96741351128267
1340,147.94492294087567
1341,147.92245158434858
1342,147.8999994119426
1343,147.87756639398188
1344,147.8551525008732
1345,147.83275770310553
1346,147.8103819712498
1347,147.78802527595855
1348,147.76568758796572
1349,147.74336887808602
1350,147.72106911721502
1351,147.69878827632857
1352,147.67652632648256
1353,147.65428323881252
1354,147.63205898453344
1355,147.60985353493953
1356,147.58766686140356
1357,147.56549893537692
1358,147.5433497283891
1359,147.52121921204758
1360,147.49910735803726
1361,147.4770141381204
1362,147.4549395241362
1363,147.43288348800044
1364,147.41084600170538
